Date,Type,Description,Amount,RunningTotal
3029-07-07,Repairs,Repair of Large Laser,CSB -10000.00,"230,874,851 C-Bill"
3029-07-07,Repairs,Repair of Large Laser,CSB -10000.00,"230,864,851 C-Bill"
3029-07-07,Repairs,Repair of SRM 6,CSB -8000.00,"230,856,851 C-Bill"
3029-07-07,Repairs,Repair of Machine Gun,CSB -500.00,"230,856,351 C-Bill"
3029-07-08,Repairs,Repair of Standard Gyro,CSB -90000.00,"230,766,351 C-Bill"
3029-07-08,Repairs,Repair of Upper Arm Actuator,CSB -360.00,"230,765,991 C-Bill"
3029-07-08,Repairs,Repair of Standard Gyro,CSB -162000.00,"230,603,991 C-Bill"
3029-07-08,Repairs,Repair of Heat Sink,CSB -200.00,"230,603,791 C-Bill"
3029-07-08,Repairs,Repair of Heat Sink,CSB -200.00,"230,603,591 C-Bill"
3029-07-08,Repairs,Repair of LRM 10,CSB -10000.00,"230,593,591 C-Bill"
3029-07-08,Repairs,Repair of Upper Arm Actuator,CSB -450.00,"230,593,141 C-Bill"
3029-07-08,Repairs,Repair of Lower Arm Actuator,CSB -585.00,"230,592,556 C-Bill"
3029-07-08,Repairs,Repair of LRM 10,CSB -10000.00,"230,582,556 C-Bill"
3029-07-09,Repairs,Repair of Mech Center Torso,CSB -1200.00,"230,581,356 C-Bill"
3029-07-09,Repairs,Repair of Large Laser,CSB -10000.00,"230,571,356 C-Bill"
3029-07-09,Repairs,Repair of LRM 10,CSB -10000.00,"230,561,356 C-Bill"
3029-07-09,Repairs,Repair of Lower Arm Actuator,CSB -225.00,"230,561,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"230,511,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"230,461,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"230,411,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"230,361,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard Aerospace),CSB -50000,"230,311,131 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"230,277,831 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"230,244,531 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"230,211,231 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of BAR 7 armor (D),CSB -33300,"230,177,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"230,127,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"230,077,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"230,027,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,977,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,927,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,877,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,827,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,777,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,727,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,677,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,627,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,577,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,527,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,477,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,427,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,377,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,327,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,277,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,227,931 C-Bill"
3029-07-09,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"229,177,931 C-Bill"
3029-07-14,Repairs,Repair of Standard Gyro,CSB -60000.00,"229,117,931 C-Bill"
3029-07-16,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"229,117,631 C-Bill"
3029-07-16,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"229,117,331 C-Bill"
3029-07-16,Maintenance,Maintenance for Griffin GRF-1S,CSB -300,"229,117,031 C-Bill"
3029-07-16,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"229,116,731 C-Bill"
3029-07-16,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -300,"229,116,431 C-Bill"
3029-07-16,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"229,116,131 C-Bill"
3029-07-16,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"229,115,871 C-Bill"
3029-07-16,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"229,115,571 C-Bill"
3029-07-16,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"229,115,311 C-Bill"
3029-07-16,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"229,115,051 C-Bill"
3029-07-16,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"229,114,951 C-Bill"
3029-07-16,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"229,112,951 C-Bill"
3029-07-16,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"229,112,851 C-Bill"
3029-07-16,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"229,112,651 C-Bill"
3029-07-16,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"229,112,551 C-Bill"
3029-07-16,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"229,112,451 C-Bill"
3029-07-16,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"229,112,351 C-Bill"
3029-07-16,Maintenance,Maintenance for Union (2708),CSB -2000,"229,110,351 C-Bill"
3029-07-16,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"229,108,351 C-Bill"
3029-07-16,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"229,108,051 C-Bill"
3029-07-16,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"229,107,951 C-Bill"
3029-07-17,Maintenance,Maintenance for Rifleman RFL-3N,CSB -300,"229,107,651 C-Bill"
3029-07-17,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"229,107,551 C-Bill"
3029-07-17,Maintenance,Maintenance for Behemoth Heavy Tank,CSB -100,"229,107,451 C-Bill"
3029-07-17,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"229,107,351 C-Bill"
3029-07-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"229,107,091 C-Bill"
3029-07-17,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"229,106,831 C-Bill"
3029-07-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"229,106,731 C-Bill"
3029-07-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"229,106,631 C-Bill"
3029-07-17,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"229,106,531 C-Bill"
3029-07-18,Repairs,Repair of PPC,CSB -8000.00,"229,098,531 C-Bill"
3029-07-19,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"229,098,231 C-Bill"
3029-07-19,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"229,097,931 C-Bill"
3029-07-19,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"229,097,671 C-Bill"
3029-07-19,Repairs,Repair of PPC,CSB -4000.00,"229,093,671 C-Bill"
3029-07-20,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"229,093,371 C-Bill"
3029-07-20,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"229,093,271 C-Bill"
3029-07-20,Maintenance,Maintenance for Goblin Medium Tank,CSB -100,"229,093,171 C-Bill"
3029-07-20,Recruitment,Recruitment of Veijo Weilin,CSB -1800,"229,091,371 C-Bill"
3029-07-20,Recruitment,Recruitment of Consuelo Tatian,CSB -2880.0,"229,088,491 C-Bill"
3029-07-20,Repairs,Repair of Upper Arm Actuator,CSB -1170.00,"229,087,321 C-Bill"
3029-07-20,Unit Purchase(s),Purchased Javelin JVN-10N,CSB -2040714,"227,046,607 C-Bill"
3029-07-23,Maintenance,Maintenance for Partisan Heavy Tank #4,CSB -100,"227,046,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,996,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,946,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,896,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,846,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,796,507 C-Bill"
3029-07-23,Equipment Purchase(s),Purchase of Armor (Standard),CSB -50000,"226,746,507 C-Bill"
3029-07-23,Unit Purchase(s),Purchased Stinger LAM STG-A5,CSB -2665234,"224,081,273 C-Bill"
3029-07-23,Recruitment,Recruitment of Shawn bin Fath,CSB 0,"224,081,273 C-Bill"
3029-07-23,Repairs,Repair of Hand Actuator,CSB -360.00,"224,080,913 C-Bill"
3029-07-23,Repairs,Repair of Heat Sink,CSB -200.00,"224,080,713 C-Bill"
3029-07-24,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"224,080,613 C-Bill"
3029-07-24,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"224,080,513 C-Bill"
3029-07-24,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"224,080,413 C-Bill"
3029-07-24,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"224,080,153 C-Bill"
3029-07-24,Maintenance,Maintenance for Stingray F-90,CSB -260,"224,079,893 C-Bill"
3029-07-25,Maintenance,Maintenance for Saladin Assault Hover Tank (Armor),CSB -100,"224,079,793 C-Bill"
3029-07-28,Recruitment,Recruitment of Hasan Sanjrani,CSB -2560.0,"224,077,233 C-Bill"
3029-07-29,Maintenance,Maintenance for Crab CRB-20,CSB -300,"224,076,933 C-Bill"
3029-07-29,Maintenance,Maintenance for J. Edgar Light Hover Tank,CSB -100,"224,076,833 C-Bill"
3029-07-29,Maintenance,Maintenance for Maxim Heavy Hover Transport #4,CSB -100,"224,076,733 C-Bill"
3029-07-29,Maintenance,Maintenance for Manticore Heavy Tank #2,CSB -100,"224,076,633 C-Bill"
3029-07-29,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"224,076,633 C-Bill"
3029-07-29,Repairs,Repair of SRM 2,CSB -600.00,"224,076,033 C-Bill"
3029-07-29,Repairs,Repair of SRM 2,CSB -600.00,"224,075,433 C-Bill"
3029-07-29,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"224,075,433 C-Bill"
3029-07-29,Repairs,Repair of 240 Fusion [Vehicle] Engine,CSB -57600.000000000006,"224,017,833 C-Bill"
3029-07-30,Maintenance,Maintenance for Thunderbolt TDR-5SS,CSB -300,"224,017,533 C-Bill"
3029-07-30,Repairs,Repair of SRM 6,CSB -4800.00,"224,012,733 C-Bill"
3029-07-30,Repairs,Repair of Vehicle Front,CSB 0.0,"224,012,733 C-Bill"
3029-08-01,Repairs,Repair of Vehicle Left Side,CSB 0.0,"224,012,733 C-Bill"
3029-08-01,Contract Payments,Monthly payment for Invasion New Caledonia,CSB 8178490,"232,191,223 C-Bill"
3029-08-01,Maintenance,Monthly Spare Parts,CSB -148963.985000000004250,"232,042,259 C-Bill"
3029-08-01,Maintenance,Monthly Ammunition,CSB -657341.75,"231,384,918 C-Bill"
3029-08-01,Maintenance,Monthly Fuel bill,CSB -1981944.0000000000211,"229,402,974 C-Bill"
3029-08-01,Salaries,Monthly salaries,CSB -546024.000,"228,856,950 C-Bill"
3029-08-01,Overhead,Monthly overhead,CSB -27301.20000,"228,829,648 C-Bill"
3029-08-02,Maintenance,Maintenance for Thunderbolt TDR-5SS #2,CSB -300,"228,829,348 C-Bill"
3029-08-08,Repairs,Repair of Lower Arm Actuator,CSB -275.00,"228,829,073 C-Bill"
3029-08-09,Repairs,Repair of Lower Arm Actuator,CSB -275.00,"228,828,798 C-Bill"
3029-08-09,Repairs,Repair of Heat Sink,CSB -200.00,"228,828,598 C-Bill"
3029-08-09,Equipment Sale(s),Sale of 1 Standard Cockpit,CSB 2000.00,"228,830,598 C-Bill"
3029-08-09,Equipment Sale(s),Sale of 1 Standard Gyro,CSB 54000.00,"228,884,598 C-Bill"
3029-08-09,Equipment Sale(s),Sale of 1 Mech Left Arm,CSB 432.00,"228,885,030 C-Bill"
3029-08-09,Equipment Sale(s),Sale of 1 Heat Sink,CSB 100.00,"228,885,130 C-Bill"
3029-08-10,Repairs,Repair of Hand Actuator,CSB -440.00,"228,884,690 C-Bill"
3029-08-11,Equipment Sale(s),Sale of 1 Mech Head,CSB 480.00,"228,885,170 C-Bill"
3029-08-11,Equipment Sale(s),Sale of 1 Upper Arm Actuator,CSB 275.00,"228,885,445 C-Bill"
3029-08-13,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"228,885,145 C-Bill"
3029-08-13,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"228,884,845 C-Bill"
3029-08-13,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"228,884,545 C-Bill"
3029-08-13,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"228,884,245 C-Bill"
3029-08-13,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"228,883,985 C-Bill"
3029-08-13,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"228,883,685 C-Bill"
3029-08-13,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"228,883,425 C-Bill"
3029-08-13,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"228,883,165 C-Bill"
3029-08-13,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"228,883,065 C-Bill"
3029-08-13,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"228,881,065 C-Bill"
3029-08-13,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"228,880,965 C-Bill"
3029-08-13,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"228,880,765 C-Bill"
3029-08-13,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"228,880,665 C-Bill"
3029-08-13,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"228,880,565 C-Bill"
3029-08-13,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"228,880,465 C-Bill"
3029-08-13,Maintenance,Maintenance for Union (2708),CSB -2000,"228,878,465 C-Bill"
3029-08-13,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"228,876,465 C-Bill"
3029-08-13,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"228,876,165 C-Bill"
3029-08-13,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"228,876,065 C-Bill"
3029-08-13,Repairs,Repair of PPC,CSB -8000.00,"228,868,065 C-Bill"
3029-08-14,Maintenance,Maintenance for Rifleman RFL-3N,CSB -300,"228,867,765 C-Bill"
3029-08-14,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"228,867,665 C-Bill"
3029-08-14,Maintenance,Maintenance for Behemoth Heavy Tank,CSB -100,"228,867,565 C-Bill"
3029-08-14,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"228,867,465 C-Bill"
3029-08-14,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"228,867,205 C-Bill"
3029-08-14,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"228,866,945 C-Bill"
3029-08-14,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"228,866,845 C-Bill"
3029-08-14,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"228,866,745 C-Bill"
3029-08-14,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"228,866,645 C-Bill"
3029-08-16,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"228,866,345 C-Bill"
3029-08-16,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"228,866,045 C-Bill"
3029-08-16,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"228,865,785 C-Bill"
3029-08-17,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"228,865,485 C-Bill"
3029-08-17,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"228,865,385 C-Bill"
3029-08-17,Maintenance,Maintenance for Goblin Medium Tank,CSB -100,"228,865,285 C-Bill"
3029-08-20,Maintenance,Maintenance for Partisan Heavy Tank #4,CSB -100,"228,865,185 C-Bill"
3029-08-21,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"228,865,085 C-Bill"
3029-08-21,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"228,864,985 C-Bill"
3029-08-21,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"228,864,885 C-Bill"
3029-08-21,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"228,864,625 C-Bill"
3029-08-21,Maintenance,Maintenance for Stingray F-90,CSB -260,"228,864,365 C-Bill"
3029-08-22,Maintenance,Maintenance for Saladin Assault Hover Tank (Armor),CSB -100,"228,864,265 C-Bill"
3029-08-26,Maintenance,Maintenance for Shadow Hawk SHD-2K,CSB -300,"228,863,965 C-Bill"
3029-08-26,Maintenance,Maintenance for Crab CRB-20,CSB -300,"228,863,665 C-Bill"
3029-08-26,Maintenance,Maintenance for J. Edgar Light Hover Tank,CSB -100,"228,863,565 C-Bill"
3029-08-26,Maintenance,Maintenance for Maxim Heavy Hover Transport #4,CSB -100,"228,863,465 C-Bill"
3029-08-26,Maintenance,Maintenance for Manticore Heavy Tank #2,CSB -100,"228,863,365 C-Bill"
3029-08-31,Taxes,Shareholder Dividend,CSB -15394805,"213,468,560 C-Bill"
3029-08-31,Repairs,Repair of Turret,CSB -450.00,"213,468,110 C-Bill"
3029-08-31,Repairs,Repair of Vehicle Rear,CSB 0.0,"213,468,110 C-Bill"
3029-08-31,Repairs,Repair of Vehicle Front,CSB 0.0,"213,468,110 C-Bill"
3029-08-31,Repairs,Repair of LRM 5,CSB -1800.00,"213,466,310 C-Bill"
3029-08-31,Unit Purchase(s),Purchased LRM Carrier (lost on black market),CSB -1872000,"211,594,310 C-Bill"
3029-08-31,Overhead,Share Buy Out,CSB -118052234,"93,542,076 C-Bill"
3029-09-01,Repairs,Repair of SRM 2,CSB -400.00,"93,541,676 C-Bill"
3029-09-01,Repairs,Repair of Vehicle Sensors,CSB 0.0,"93,541,676 C-Bill"
3029-09-01,Maintenance,Monthly Spare Parts,CSB -146083.985000000004250,"93,395,592 C-Bill"
3029-09-01,Maintenance,Monthly Ammunition,CSB -581895.00,"92,813,697 C-Bill"
3029-09-01,Maintenance,Monthly Fuel bill,CSB -1952744.0000000000156,"90,860,953 C-Bill"
3029-09-01,Salaries,Monthly salaries,CSB -519844.000,"90,341,109 C-Bill"
3029-09-01,Overhead,Monthly overhead,CSB -25992.20000,"90,315,117 C-Bill"
3029-09-02,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"90,315,117 C-Bill"
3029-09-02,Repairs,Repair of LRM 5,CSB -1800.00,"90,313,317 C-Bill"
3029-09-10,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"90,313,017 C-Bill"
3029-09-10,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"90,312,717 C-Bill"
3029-09-10,Maintenance,Maintenance for Griffin GRF-1S,CSB -300,"90,312,417 C-Bill"
3029-09-10,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"90,312,117 C-Bill"
3029-09-10,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -300,"90,311,817 C-Bill"
3029-09-10,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"90,311,517 C-Bill"
3029-09-10,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"90,311,257 C-Bill"
3029-09-10,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"90,310,957 C-Bill"
3029-09-10,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"90,310,697 C-Bill"
3029-09-10,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"90,310,437 C-Bill"
3029-09-10,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"90,310,337 C-Bill"
3029-09-10,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"90,308,337 C-Bill"
3029-09-10,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"90,308,237 C-Bill"
3029-09-10,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"90,308,037 C-Bill"
3029-09-10,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"90,307,937 C-Bill"
3029-09-10,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"90,307,837 C-Bill"
3029-09-10,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"90,307,737 C-Bill"
3029-09-10,Maintenance,Maintenance for Union (2708),CSB -2000,"90,305,737 C-Bill"
3029-09-10,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"90,303,737 C-Bill"
3029-09-10,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"90,303,437 C-Bill"
3029-09-10,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"90,303,337 C-Bill"
3029-09-11,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"90,303,237 C-Bill"
3029-09-11,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"90,303,137 C-Bill"
3029-09-11,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"90,302,877 C-Bill"
3029-09-11,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"90,302,617 C-Bill"
3029-09-11,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"90,302,517 C-Bill"
3029-09-11,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"90,302,417 C-Bill"
3029-09-11,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"90,302,317 C-Bill"
3029-09-13,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"90,302,017 C-Bill"
3029-09-13,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"90,301,717 C-Bill"
3029-09-13,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"90,301,457 C-Bill"
3029-09-14,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"90,301,157 C-Bill"
3029-09-14,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"90,301,057 C-Bill"
3029-09-17,Maintenance,Maintenance for Javelin JVN-10N,CSB -300,"90,300,757 C-Bill"
3029-09-18,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"90,300,657 C-Bill"
3029-09-18,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"90,300,557 C-Bill"
3029-09-18,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"90,300,297 C-Bill"
3029-09-18,Maintenance,Maintenance for Stingray F-90,CSB -260,"90,300,037 C-Bill"
3029-09-20,Maintenance,Maintenance for Stinger LAM STG-A5,CSB -300,"90,299,737 C-Bill"
3029-09-23,Maintenance,Maintenance for Crab CRB-20,CSB -300,"90,299,437 C-Bill"
3029-09-23,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"90,299,337 C-Bill"
3029-09-23,Maintenance,Maintenance for Manticore Heavy Tank #2,CSB -100,"90,299,237 C-Bill"
3029-10-01,Maintenance,Monthly Spare Parts,CSB -145633.985000000004250,"90,153,603 C-Bill"
3029-10-01,Maintenance,Monthly Ammunition,CSB -580770.00,"89,572,833 C-Bill"
3029-10-01,Maintenance,Monthly Fuel bill,CSB -1952744.0000000000156,"87,620,089 C-Bill"
3029-10-01,Salaries,Monthly salaries,CSB -519844.000,"87,100,245 C-Bill"
3029-10-01,Overhead,Monthly overhead,CSB -25992.20000,"87,074,253 C-Bill"
3029-10-08,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"87,073,953 C-Bill"
3029-10-08,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"87,073,653 C-Bill"
3029-10-08,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"87,073,353 C-Bill"
3029-10-08,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"87,073,053 C-Bill"
3029-10-08,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"87,072,793 C-Bill"
3029-10-08,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"87,072,493 C-Bill"
3029-10-08,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"87,072,233 C-Bill"
3029-10-08,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"87,071,973 C-Bill"
3029-10-08,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"87,071,873 C-Bill"
3029-10-08,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"87,069,873 C-Bill"
3029-10-08,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"87,069,773 C-Bill"
3029-10-08,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"87,069,573 C-Bill"
3029-10-08,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"87,069,473 C-Bill"
3029-10-08,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"87,069,373 C-Bill"
3029-10-08,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"87,069,273 C-Bill"
3029-10-08,Maintenance,Maintenance for Union (2708),CSB -2000,"87,067,273 C-Bill"
3029-10-08,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"87,065,273 C-Bill"
3029-10-08,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"87,064,973 C-Bill"
3029-10-08,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"87,064,873 C-Bill"
3029-10-09,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"87,064,773 C-Bill"
